A145;146;0.06;0.09;0.02;36.67;-31.71;33.66;15.0;120.0;0.0;
A146;147;0.06;0.1;0.02;37.0;-30.44;34.5;30.0;120.0;0.0;
A147;148;0.07;0.1;0.02;37.93;-28.34;35.7;45.0;120.0;0.0;
A148;149;0.07;0.11;0.02;39.04;-25.69;37.14;60.0;120.0;0.0;
A149;150;0.08;0.11;0.02;40.26;-21.86;38.72;75.0;120.0;0.0;
A150;151;0.1;0.12;0.02;41.63;-17.45;40.62;90.0;120.0;0.0;
A151;152;0.11;0.13;0.02;42.93;-12.06;42.52;105.0;120.0;0.0;
A152;153;0.12;0.14;0.02;44.2;-6.58;44.58;120.0;120.0;0.0;
A153;154;0.14;0.15;0.02;45.18;-0.9;46.54;135.0;120.0;0.0;
A154;155;0.16;0.16;0.02;46.37;4.77;48.59;150.0;120.0;0.0;
A155;156;0.17;0.16;0.02;47.39;9.72;50.41;165.0;120.0;0.0;
A156;157;0.19;0.17;0.02;48.57;14.5;52.61;180.0;120.0;0.0;
A157;158;0.21;0.18;0.02;49.75;18.72;54.96;195.0;120.0;0.0;
A158;159;0.23;0.19;0.02;51.04;23.22;57.54;210.0;120.0;0.0;
A159;160;0.26;0.2;0.02;52.33;27.68;60.26;225.0;120.0;0.0;
A160;161;0.28;0.22;0.02;53.89;31.65;63.2;240.0;120.0;0.0;
A161;162;0.31;0.23;0.02;55.5;35.48;66.18;255.0;120.0;0.0;
A162;163;0.07;0.11;0.02;39.2;-34.38;35.84;0.0;135.0;0.0;
A163;164;0.07;0.11;0.02;39.28;-33.51;36.2;15.0;135.0;0.0;
A164;165;0.07;0.11;0.02;39.62;-32.24;36.77;30.0;135.0;0.0;
A165;166;0.07;0.11;0.02;40.3;-30.97;37.46;45.0;135.0;0.0;
A166;167;0.08;0.12;0.02;41.28;-28.86;38.62;60.0;135.0;0.0;
A167;168;0.09;0.13;0.02;42.61;-26.15;40.38;75.0;135.0;0.0;
A168;169;0.1;0.14;0.02;43.99;-22.31;42.35;90.0;135.0;0.0;
A169;170;0.12;0.15;0.02;45.54;-17.39;44.71;105.0;135.0;0.0;
A170;171;0.13;0.16;0.02;46.87;-11.95;46.82;120.0;135.0;0.0;
A171;172;0.15;0.17;0.02;48.43;-5.91;49.18;135.0;135.0;0.0;
A172;173;0.17;0.18;0.02;49.63;-0.18;51.24;150.0;135.0;0.0;
A173;174;0.19;0.19;0.02;50.75;5.68;53.3;165.0;135.0;0.0;
A174;175;0.21;0.2;0.02;51.88;10.53;55.49;180.0;135.0;0.0;
A175;176;0.24;0.21;0.02;53.12;14.85;58.02;195.0;135.0;0.0;
A176;177;0.26;0.22;0.02;54.3;19.32;60.31;210.0;135.0;0.0;
A177;178;0.28;0.23;0.02;55.52;23.58;62.6;225.0;135.0;0.0;
A178;179;0.31;0.25;0.02;57.02;27.91;65.38;240.0;135.0;0.0;
A179;180;0.34;0.27;0.02;58.68;32.09;68.33;255.0;135.0;0.0;
A180;181;0.08;0.12;0.02;41.74;-34.73;38.14;0.0;150.0;0.0;
A181;182;0.07;0.12;0.02;41.47;-34.37;38.17;15.0;150.0;0.0;
A182;183;0.08;0.12;0.02;41.6;-33.58;38.49;30.0;150.0;0.0;
A183;184;0.08;0.13;0.02;42.22;-32.65;39.04;45.0;150.0;0.0;
A184;185;0.09;0.13;0.02;43.1;-31.18;39.98;60.0;150.0;0.0;
A185;186;0.1;0.14;0.03;44.39;-28.99;41.75;75.0;150.0;0.0;
A186;187;0.11;0.15;0.03;45.88;-26.02;43.76;90.0;150.0;0.0;
A187;188;0.12;0.16;0.03;47.48;-21.48;46.18;105.0;150.0;0.0;
A188;189;0.14;0.18;0.03;49.2;-16.52;48.63;120.0;150.0;0.0;
A189;190;0.16;0.19;0.03;50.81;-10.57;51.02;135.0;150.0;0.0;
A190;191;0.19;0.21;0.03;52.44;-4.61;53.55;150.0;150.0;0.0;
A191;192;0.21;0.22;0.03;53.67;1.39;55.79;165.0;150.0;0.0;
A192;193;0.24;0.23;0.03;55.03;6.59;58.18;180.0;150.0;0.0;
A193;194;0.26;0.24;0.03;56.25;11.06;60.55;195.0;150.0;0.0;
A194;195;0.28;0.25;0.03;57.44;15.56;62.62;210.0;150.0;0.0;
A195;196;0.31;0.27;0.03;58.59;19.89;64.73;225.0;150.0;0.0;
A196;197;0.34;0.28;0.03;60.12;24.34;67.37;240.0;150.0;0.0;
A197;198;0.37;0.3;0.03;61.72;28.75;70.14;255.0;150.0;0.0;
A198;199;0.08;0.13;0.02;43.2;-34.98;39.78;0.0;165.0;0.0;
A199;200;0.08;0.13;0.02;43.2;-34.88;39.85;15.0;165.0;0.0;
A200;201;0.08;0.13;0.02;43.39;-34.37;40.07;30.0;165.0;0.0;
A201;202;0.09;0.14;0.03;43.95;-33.81;40.63;45.0;165.0;0.0;
A202;203;0.09;0.14;0.03;44.77;-32.72;41.56;60.0;165.0;0.0;
A203;204;0.1;0.15;0.03;45.95;-31.13;43.06;75.0;165.0;0.0;
A204;205;0.11;0.16;0.03;47.39;-28.53;44.95;90.0;165.0;0.0;
A205;206;0.13;0.18;0.03;49.26;-25.18;47.41;105.0;165.0;0.0;
A206;207;0.15;0.19;0.03;51.03;-20.53;49.85;120.0;165.0;0.0;
A207;208;0.17;0.21;0.03;53.0;-15.11;52.61;135.0;165.0;0.0;
A208;209;0.2;0.23;0.03;54.77;-9.27;55.36;150.0;165.0;0.0;
A209;210;0.23;0.25;0.03;56.76;-3.23;58.62;165.0;165.0;0.0;
A210;211;0.26;0.26;0.03;58.17;2.16;60.89;180.0;165.0;0.0;
A211;212;0.28;0.28;0.03;59.46;7.11;62.74;195.0;165.0;0.0;
A212;213;0.31;0.29;0.03;60.63;11.75;64.69;210.0;165.0;0.0;
A213;214;0.34;0.3;0.03;61.84;16.17;66.71;225.0;165.0;0.0;
A214;215;0.37;0.32;0.03;63.31;20.65;69.19;240.0;165.0;0.0;
A215;216;0.4;0.34;0.03;64.96;25.02;71.85;255.0;165.0;0.0;
A216;217;0.09;0.15;0.03;45.32;-35.85;41.99;0.0;180.0;0.0;
A217;218;0.09;0.15;0.03;45.16;-35.89;41.71;15.0;180.0;0.0;
A218;219;0.09;0.15;0.03;45.26;-35.49;41.72;30.0;180.0;0.0;
A219;220;0.1;0.15;0.03;45.82;-35.01;42.29;45.0;180.0;0.0;
A220;221;0.1;0.16;0.03;46.56;-34.09;43.13;60.0;180.0;0.0;
A221;222;0.11;0.16;0.03;47.55;-32.74;44.35;75.0;180.0;0.0;
A222;223;0.12;0.17;0.03;48.88;-30.81;46.02;90.0;180.0;0.0;
A223;224;0.14;0.19;0.03;50.72;-27.95;48.34;105.0;180.0;0.0;
A224;225;0.15;0.21;0.03;52.67;-24.26;50.83;120.0;180.0;0.0;
A225;226;0.18;0.23;0.03;54.67;-19.31;53.5;135.0;180.0;0.0;
A226;227;0.21;0.25;0.03;56.94;-14.01;56.7;150.0;180.0;0.0;
A227;228;0.24;0.27;0.03;59.19;-8.13;60.21;165.0;180.0;0.0;
A228;229;0.28;0.29;0.04;61.09;-2.5;62.92;180.0;180.0;0.0;
A229;230;0.31;0.31;0.04;62.54;2.76;64.88;195.0;180.0;0.0;
A230;231;0.34;0.33;0.04;63.94;7.67;66.91;210.0;180.0;0.0;
A231;232;0.37;0.34;0.04;65.22;12.21;68.91;225.0;180.0;0.0;
A232;233;0.4;0.36;0.04;66.72;16.82;71.39;240.0;180.0;0.0;
A233;234;0.44;0.38;0.04;68.23;21.34;74.01;255.0;180.0;0.0;
A234;235;0.1;0.16;0.03;46.56;-37.06;42.77;0.0;195.0;0.0;
A235;236;0.1;0.16;0.03;46.63;-37.01;42.85;15.0;195.0;0.0;
A236;237;0.1;0.16;0.03;46.81;-36.59;43.06;30.0;195.0;0.0;
A237;238;0.1;0.16;0.03;47.35;-36.01;43.63;45.0;195.0;0.0;
A238;239;0.11;0.17;0.03;48.01;-35.05;44.38;60.0;195.0;0.0;
A239;240;0.11;0.17;0.03;48.73;-33.87;45.3;75.0;195.0;0.0;
A240;241;0.12;0.18;0.03;49.88;-32.19;46.7;90.0;195.0;0.0;
A241;242;0.14;0.2;0.03;51.68;-30.15;48.85;105.0;195.0;0.0;
A242;243;0.16;0.22;0.03;53.59;-26.97;51.19;120.0;195.0;0.0;
A243;244;0.18;0.24;0.04;55.83;-23.15;53.84;135.0;195.0;0.0;
A244;245;0.21;0.26;0.04;58.3;-18.36;57.14;150.0;195.0;0.0;
A245;246;0.25;0.3;0.04;61.24;-12.73;61.26;165.0;195.0;0.0;
A246;247;0.29;0.32;0.04;63.43;-7.01;64.28;180.0;195.0;0.0;
A247;248;0.33;0.35;0.04;65.36;-1.19;66.85;195.0;195.0;0.0;
A248;249;0.36;0.37;0.04;66.98;3.91;69.0;210.0;195.0;0.0;
A249;250;0.4;0.39;0.04;68.56;8.66;71.12;225.0;195.0;0.0;
A250;251;0.44;0.41;0.04;69.96;13.42;73.62;240.0;195.0;0.0;
A251;252;0.47;0.43;0.04;71.39;18.13;76.32;255.0;195.0;0.0;
A252;253;0.11;0.17;0.03;48.4;-38.6;43.59;0.0;210.0;0.0;
A253;254;0.1;0.17;0.03;48.26;-38.43;43.5;15.0;210.0;0.0;
A254;255;0.11;0.17;0.03;48.35;-37.96;43.67;30.0;210.0;0.0;
A255;256;0.11;0.17;0.03;48.85;-37.33;44.3;45.0;210.0;0.0;
A256;257;0.11;0.18;0.03;49.49;-36.39;45.12;60.0;210.0;0.0;
A257;258;0.12;0.19;0.03;50.17;-35.32;45.94;75.0;210.0;0.0;
A258;259;0.13;0.19;0.03;51.22;-33.86;47.19;90.0;210.0;0.0;
A259;260;0.14;0.21;0.03;52.83;-31.98;49.05;105.0;210.0;0.0;
A260;261;0.16;0.23;0.04;54.68;-29.34;51.24;120.0;210.0;0.0;
A261;262;0.18;0.25;0.04;56.8;-25.91;53.78;135.0;210.0;0.0;
A262;263;0.21;0.27;0.04;59.32;-21.58;57.05;150.0;210.0;0.0;
A263;264;0.26;0.31;0.04;62.27;-16.31;61.17;165.0;210.0;0.0;
A264;265;0.3;0.34;0.04;64.89;-10.7;64.85;180.0;210.0;0.0;
A265;266;0.34;0.37;0.04;67.23;-4.9;68.13;195.0;210.0;0.0;
A266;267;0.39;0.4;0.05;69.48;0.57;71.1;210.0;210.0;0.0;
A267;268;0.43;0.43;0.05;71.44;5.65;73.66;225.0;210.0;0.0;
A268;269;0.47;0.45;0.05;72.9;10.41;76.15;240.0;210.0;0.0;
A269;270;0.51;0.47;0.05;74.12;14.87;78.42;255.0;210.0;0.0;
A270;271;0.11;0.18;0.04;49.95;-39.97;43.69;0.0;225.0;0.0;
A271;272;0.11;0.18;0.03;49.94;-39.72;44.12;15.0;225.0;0.0;
A272;273;0.11;0.19;0.04;50.11;-39.5;44.21;30.0;225.0;0.0;
A273;274;0.12;0.19;0.03;50.6;-38.76;45.09;45.0;225.0;0.0;
A274;275;0.12;0.19;0.04;51.2;-37.9;45.9;60.0;225.0;0.0;
A275;276;0.13;0.2;0.04;51.95;-36.9;46.78;75.0;225.0;0.0;
A276;277;0.14;0.21;0.04;52.97;-35.51;48.01;90.0;225.0;0.0;
A277;278;0.15;0.22;0.04;54.31;-33.73;49.5;105.0;225.0;0.0;
A278;279;0.17;0.24;0.04;56.02;-31.28;51.55;120.0;225.0;0.0;
A279;280;0.19;0.26;0.04;57.98;-28.29;53.96;135.0;225.0;0.0;
A280;281;0.22;0.29;0.04;60.4;-24.27;57.1;150.0;225.0;0.0;
A281;282;0.26;0.32;0.04;63.33;-19.47;61.17;165.0;225.0;0.0;
A282;283;0.3;0.35;0.05;66.1;-14.13;65.16;180.0;225.0;0.0;
A283;284;0.35;0.39;0.05;69.05;-8.54;69.57;195.0;225.0;0.0;
A284;285;0.41;0.43;0.05;71.68;-2.78;73.07;210.0;225.0;0.0;
A285;286;0.47;0.48;0.05;74.58;2.9;76.74;225.0;225.0;0.0;
A286;287;0.51;0.49;0.05;75.74;7.62;79.09;240.0;225.0;0.0;
A287;288;0.54;0.52;0.05;77.18;11.72;81.62;255.0;225.0;0.0;
A288;289;0.12;0.2;0.04;51.55;-40.35;45.93;0.0;240.0;0.0;
A289;290;0.12;0.2;0.04;51.53;-40.09;45.86;15.0;240.0;0.0;
A290;291;0.12;0.2;0.04;51.76;-39.68;46.23;30.0;240.0;0.0;
A291;292;0.13;0.2;0.04;52.19;-38.97;46.95;45.0;240.0;0.0;
A292;293;0.13;0.21;0.04;52.75;-38.1;47.83;60.0;240.0;0.0;
A293;294;0.14;0.22;0.04;53.55;-36.78;49.05;75.0;240.0;0.0;
A294;295;0.15;0.23;0.04;54.61;-35.13;50.56;90.0;240.0;0.0;
A295;296;0.16;0.24;0.04;55.98;-33.13;52.36;105.0;240.0;0.0;
A296;297;0.18;0.26;0.04;57.68;-30.55;54.51;120.0;240.0;0.0;
A297;298;0.21;0.28;0.04;59.66;-27.41;56.91;135.0;240.0;0.0;
A298;299;0.24;0.3;0.04;62.03;-23.63;59.9;150.0;240.0;0.0;
A299;300;0.27;0.34;0.04;64.73;-19.23;63.43;165.0;240.0;0.0;
A300;301;0.32;0.37;0.05;67.38;-14.59;67.11;180.0;240.0;0.0;
A301;302;0.36;0.41;0.05;70.02;-9.83;70.87;195.0;240.0;0.0;
A302;303;0.41;0.45;0.05;72.65;-4.6;74.32;210.0;240.0;0.0;
A303;304;0.47;0.49;0.05;75.31;0.69;77.94;225.0;240.0;0.0;
A304;305;0.53;0.52;0.05;77.47;5.7;81.51;240.0;240.0;0.0;
A305;306;0.57;0.55;0.05;78.88;9.56;84.18;255.0;240.0;0.0;
A306;307;0.13;0.21;0.04;53.27;-39.66;47.77;0.0;255.0;0.0;
A307;308;0.13;0.21;0.04;53.0;-39.77;47.97;15.0;255.0;0.0;
A308;309;0.13;0.21;0.04;53.27;-39.47;48.42;30.0;255.0;0.0;
A309;310;0.14;0.22;0.04;53.72;-38.75;49.11;45.0;255.0;0.0;
A310;311;0.14;0.22;0.04;54.17;-37.85;49.98;60.0;255.0;0.0;
A311;312;0.15;0.23;0.04;55.1;-36.17;51.69;75.0;255.0;0.0;
A312;313;0.16;0.24;0.04;56.2;-34.18;53.58;90.0;255.0;0.0;
A313;314;0.18;0.26;0.04;57.67;-31.88;55.8;105.0;255.0;0.0;
A314;315;0.2;0.27;0.04;59.38;-29.05;58.09;120.0;255.0;0.0;
A315;316;0.23;0.3;0.04;61.47;-25.68;60.65;135.0;255.0;0.0;
A316;317;0.26;0.32;0.04;63.72;-22.01;63.35;150.0;255.0;0.0;
A317;318;0.29;0.36;0.04;66.27;-18.07;66.41;165.0;255.0;0.0;
A318;319;0.33;0.39;0.05;68.57;-14.21;69.3;180.0;255.0;0.0;
A319;320;0.37;0.42;0.05;70.81;-10.44;72.29;195.0;255.0;0.0;
A320;321;0.42;0.45;0.05;73.11;-5.95;75.16;210.0;255.0;0.0;
A321;322;0.48;0.5;0.05;75.92;-0.91;79.02;225.0;255.0;0.0;
A322;323;0.53;0.54;0.05;78.24;4.65;83.15;240.0;255.0;0.0;
A323;324;0.59;0.57;0.05;80.25;8.62;85.87;255.0;255.0;0.0;
A324;325;0.01;0.01;0.01;5.98;-1.14;-7.1;0.0;0.0;15.0;
A325;326;0.01;0.01;0.01;6.73;1.32;-6.44;15.0;0.0;15.0;
A326;327;0.01;0.01;0.01;7.03;4.57;-1.01;30.0;0.0;15.0;
A327;328;0.01;0.01;0.01;8.21;11.18;2.12;45.0;0.0;15.0;
A328;329;0.02;0.01;0.01;10.26;17.11;5.99;60.0;0.0;15.0;
